"","studyID","blockID","blockID.level2","northing_UTM","easting_UTM","LC.author.coarse","SR","Shannon","Exclude.AM.Shannon","Original.Abundance","Original.Abundance.No.AM","Abundance","Exclude.AM.Abundance","above.genus.prop","above.genus.no.AM","Ratio","abundanceMethod","block.n","subblock.n","X","SC","Est.SR","Est.Shannon","Exclude.AM.SC","Exclude.AM.Est.SR","Exclude.AM.Est.Shannon","LC.author","Lat","Long","ref_siteID","LC.point","Hist.LC.point","fert","Agr.1km","Hist.Agr.1km","Urb.1km","Hist.Urb.1km","Forest","Hist.Forest","Shrubland","Hist.Shrubland","Grassland","Hist.Grassland","biome.value","CHELSA_bio10_01","CHELSA_bio10_12","CHELSA_bio10_04","CHELSA_bio10_15","elevation_1KMmn_SRTM","elevation_1KMsd_SRTM","cell","CHELSA_bio10_02","CHELSA_bio10_07","CHELSA_bio10_06","LC.author.and.GIS","SamplingEffort","LC.GIS","PC1","PC2","Agr1","Urb1","study_LC","qPD.S","Covariate.Est.Shannon"
"3747","Hermy01","Hermy01B1","Hermy01Hermy01B1SB1",50.780213,4.63796,"Natural",2,0.646090505060809,0,23,15,23,15,1,1,0.0869565217391304,"Abundance",1,1,2065,1,2,1.95104625587109,1,1,1,"natural habitat",50.780213,4.63796,"Hermy01Hermy01_31",30,30,3167.400879,0.68627451,0.666666667,0.019607843,0.039215686,0.039215686,0.039215686,0,0,0.215686275,0.215686275,4,105,686,5413,11,31.67000008,2.86375618,1829888870,NA,NA,NA,"Natural",1,"Agriculture",-0.592347360724711,0.10107971988132,0,0,"Hermy01_Natural",1,0
"3749","Hermy01","Hermy01B1","Hermy01Hermy01B1SB1",51.002095,4.545423,"Natural",9,2.06111283257959,2.01981499249295,15,11,15,11,1,1,0.6,"Abundance",1,1,2067,0.693,12.8888888888889,12.5727205784839,0.5942,11.7878787878788,13.6042981982292,"natural habitat",51.002095,4.545423,"Hermy01Hermy01_33",130,130,4279.063477,0.52,0.52,0.12,0.12,0,0,0,0,0.36,0.36,4,106,773,5343,12,4.739999771,2.390062809,1819520837,NA,NA,NA,"Natural",1,"Natural",-0.675307828070213,0.151173831815854,0,0,"Hermy01_Natural",5.00613189771559,1.13367614284508
"3750","Hermy01","Hermy01B1","Hermy01Hermy01B1SB1",51.005069,4.535348,"Natural",7,1.57238549197017,1.54030582522652,19,11,19,11,1,1,0.368421052631579,"Abundance",1,1,2068,0.7952,14.5789473684211,6.95847545688972,0.6537,13.2727272727273,8.35508704318506,"natural habitat",51.005069,4.535348,"Hermy01Hermy01_34",30,30,4279.063477,0.568627451,0.549019608,0.078431373,0.098039216,0,0,0,0,0.352941176,0.352941176,4,106,773,5343,12,4.400000095,1.469693899,1819391233,NA,NA,NA,"Natural",1,"Agriculture",-0.675307828070213,0.151173831815854,0,0,"Hermy01_Natural",3.60256207628486,0.921950978727082
"3752","Hermy01","Hermy01B1","Hermy01Hermy01B1SB1",51.01491,4.508673,"Natural",5,0.926907559390993,0.659872013784827,19,17,19,17,1,1,0.263157894736842,"Abundance",1,1,2070,0.8477,9.26315789473684,3.20974118816052,0.8339,6.82352941176471,2.37219911026788,"natural habitat",51.01491,4.508673,"Hermy01Hermy01_36",100,100,4279.063477,0.326923077,0.326923077,0.365384615,0.365384615,0.057692308,0.057692308,0,0,0.096153846,0.096153846,4,106,778,5333,12,8.109999657,2.752798557,1818872824,NA,NA,NA,"Natural",1,"Natural",-0.681441179329326,0.154604728025625,0,0,"Hermy01_Natural",1.48298411212239,0.375151138681053
"3758","Hermy01","Hermy01B1","Hermy01Hermy01B1SB1",50.975131,4.688647,"Agriculture",2,0.450561208866305,0,12,10,12,10,1,1,0.166666666666667,"Abundance",1,1,2076,1,2,1.64170795063904,1,1,1,"crop",50.975131,4.688647,"Hermy01Hermy01_42",11,11,3166.573242,0.84,0.8,0.14,0.18,0.02,0.02,0,0,0,0,4,106,774,5384,12,7.210000038,1.1427598,1820687288,NA,NA,NA,"Agriculture",1,"Urban",-0.668034974753395,0.158454888825297,1,0,"Hermy01_Agriculture",1,0
"3765","Hermy01","Hermy01B1","Hermy01Hermy01B1SB1",51.010438,4.487687,"Urban",1,0,0,11,11,11,11,1,1,0.0909090909090909,"Abundance",1,1,2083,1,1,1,1,1,1,"impervious surface",51.010438,4.487687,"Hermy01Hermy01_49",190,190,3967.729248,0.215686275,0.215686275,0.784313725,0.784313725,0,0,0,0,0,0,4,106,790,5326,12,8.220000267,1.005783319,1819132016,NA,NA,NA,"Urban",1,"Natural",-0.692746357263414,0.165380958449229,0,1,"Hermy01_Urban",1,0
"3766","Hermy01","Hermy01B1","Hermy01Hermy01B1SB1",51.017521,4.475748,"Urban",1,0,0,34,34,34,34,1,1,0.0294117647058824,"Abundance",1,1,2084,1,1,1,1,1,1,"impervious surface",51.017521,4.475748,"Hermy01Hermy01_50",190,190,3967.729248,0,0,1,1,0,0,0,0,0,0,4,106,799,5323,11,10.67000008,1.43565321,1818743212,NA,NA,NA,"Urban",1,"Natural",-0.715225807319103,0.196121517333206,0,1,"Hermy01_Urban",1,0
"3767","Hermy01","Hermy01B1","Hermy01Hermy01B1SB1",51.019713,4.472539,"Urban",3,0.876005765643174,0.876005765643174,14,14,14,14,1,1,0.214285714285714,"Abundance",1,1,2085,1,3,2.59725075334911,1,3,2.59725075334911,"impervious surface",51.019713,4.472539,"Hermy01Hermy01_51",190,190,3967.729248,0.019607843,0.019607843,0.941176471,0.941176471,0.039215686,0.039215686,0,0,0,0,4,106,798,5321,12,9.229999542,1.11224997,1818613611,NA,NA,NA,"Urban",1,"Natural",-0.700307228020281,0.172464062262043,0,1,"Hermy01_Urban",1.99150822628714,0.414513880911058
"3769","Hermy01","Hermy01B1","Hermy01Hermy01B1SB1",51.022659,4.480866,"Urban",4,1.16828245017656,0.936888307539016,20,18,20,18,1,1,0.2,"Abundance",1,1,2087,1,4,3.48425946721513,1,3,2.70656761782478,"impervious surface",51.022659,4.480866,"Hermy01Hermy01_53",190,190,3967.729248,0,0,1,1,0,0,0,0,0,0,4,106,799,5323,11,10.67000008,1.43565321,1818484014,NA,NA,NA,"Urban",1,"Natural",-0.715225807319103,0.196121517333206,0,1,"Hermy01_Urban",1.94485970663343,0.43241888148485
"3800","Hipo01","Hipo01B1","Hipo01Hipo01B1SB1",8505226,233718,"Agriculture",5,1.51245117846645,1.27985422583367,14,10,14,10,1,1,0.357142857142857,"Visitors (Targeted)",1,1,2088,0.9381,5.46428571428571,5.43498932328891,0.9182,4.45,4.3903886742758,"crop",-13.5091159799126,-41.4599732981338,"Hipo01O01",100,100,1017.40564,0.470588235,0.470588235,0,0,0.176470588,0.176470588,0.264705882,0.264705882,0.088235294,0.088235294,13,194,842,1351,63,1253.069946,15.54107761,4829334675,NA,NA,NA,"Agriculture",1,"Natural",-1.57488071757376,-2.05397214281214,1,0,"Hipo01_Agriculture",1.73942277992677,0.642502969358581
"3811","Hipo01","Hipo01B1","Hipo01Hipo01B1SB1",8526182,251052,"Agriculture",8,1.16860886201202,0.880524555284045,68,58,68,58,1,1,0.117647058823529,"Visitors (Targeted)",1,1,2095,1,8,3.40009692619336,1,7,2.55095591428283,"crop",-13.3212969531506,-41.2981305949673,"Hipo01O14",120,120,1212.325073,0,0,0,0,0.264705882,0.264705882,0.735294118,0.735294118,0,0,7,202,922,1378,52,1070.410034,17.74885559,4820521933,NA,NA,NA,"Agriculture",1,"Natural",-1.86348833753034,-1.77643634165187,1,0,"Hipo01_Agriculture",1.62853973740286,0.406702953180884
"3819","hopf1","hopf1B1","hopf1hopf1B1SB1",49.98276,11.64053,"Natural",56,3.81185544122996,3.81185544122996,129,129,129,129,1,1,0.434108527131783,"Abundance",1,1,2121,0.7995,93.2644272179156,66.6368982629176,0.7995,93.2644272179156,66.6368982629176,"natural habitat",49.98276,11.64053,"hopf1Allersdorf",130,130,1885.273193,0.591836735,0.591836735,0.06122449,0.06122449,0,0,0,0,0.346938776,0.346938776,4,81,1076,6738,16,436.7399902,28.36639595,1867086591,NA,NA,NA,"Natural",1,"Natural",-0.347630136964623,0.699551288953056,0,0,"hopf1_Natural",5.53766847475485,1.82371477383316
"3820","hopf1","hopf1B1","hopf1hopf1B1SB1",49.72795,11.28425,"Natural",50,3.56832018377131,3.56832018377131,153,153,153,153,1,1,0.326797385620915,"Abundance",1,1,2122,0.8436,107.223529411765,49.6281215005329,0.8436,107.223529411765,49.6281215005329,"natural habitat",49.72795,11.28425,"hopf1Bieberbach",130,130,1829.314209,0.058823529,0.058823529,0.039215686,0.039215686,0.411764706,0.411764706,0,0,0.490196078,0.490196078,4,78,981,6708,14,516.8499756,21.73217583,1878880063,NA,NA,NA,"Natural",1,"Natural",-0.286908857029598,0.675470289481397,0,0,"hopf1_Natural",5.29225406090967,1.69572783680537
"3821","hopf1","hopf1B1","hopf1hopf1B1SB1",50.00655,11.616,"Natural",55,3.49715664447947,3.49715664447947,183,183,183,183,1,1,0.300546448087432,"Abundance",1,1,2123,0.8474,110.693989071038,44.7340905402839,0.8474,110.693989071038,44.7340905402839,"natural habitat",50.00655,11.616,"hopf1Bindlacher Berg",11,11,1865.343994,0.384615385,0.365384615,0.019230769,0.038461538,0.019230769,0.019230769,0,0,0.576923077,0.576923077,4,81,1034,6729,16,434.8399963,25.07138634,1865920182,NA,NA,NA,"Agriculture",1,"Urban",-0.319473634033161,0.662417441906446,0,0,"hopf1_Natural",5.17097201859287,1.65063861241026
"3822","hopf1","hopf1B1","hopf1hopf1B1SB1",49.84696,11.04714,"Natural",41,3.10323781076553,3.10323781076553,141,141,141,141,1,1,0.290780141843972,"Abundance",1,1,2124,0.8659,70.8699763593381,28.9971239091771,0.8659,70.8699763593381,28.9971239091771,"natural habitat",49.84696,11.04714,"hopf1Friesener Warte",100,100,1820.551392,0.204081633,0.204081633,0,0,0.795918367,0.795918367,0,0,0,0,4,77,929,6648,16,528.4299927,30.59387398,1873436777,NA,NA,NA,"Natural",1,"Natural",-0.221807598843247,0.580896482065757,0,0,"hopf1_Natural",4.43247566557962,1.4623549243708
"3823","hopf1","hopf1B1","hopf1hopf1B1SB1",49.67419,11.29488,"Natural",53,3.49179728915258,3.49179728915258,139,139,139,139,1,1,0.381294964028777,"Abundance",1,1,2125,0.7707,109.479616306954,49.3060757523036,0.7707,109.479616306954,49.3060757523036,"natural habitat",49.67419,11.29488,"hopf1Groenohe",130,130,1829.314209,0.44,0.26,0,0,0.34,0.6,0,0,0.22,0.14,4,82,811,6727,14,465.6799927,26.17207718,1881472067,NA,NA,NA,"Natural",1,"Natural",-0.187594342682452,0.497581085005712,0,0,"hopf1_Natural",4.7117521653575,1.69290043861023
"3824","hopf1","hopf1B1","hopf1hopf1B1SB1",49.79063,11.42389,"Natural",54,3.62976433250923,3.62976433250923,142,142,142,142,1,1,0.380281690140845,"Abundance",1,1,2126,0.825,82.2090268886044,51.9144282719737,0.825,82.2090268886044,51.9144282719737,"natural habitat",49.79063,11.42389,"hopf1Haselbrunn",100,100,1829.428589,0.078431373,0.078431373,0,0,0.745098039,0.745098039,0,0,0.176470588,0.176470588,4,82,898,6737,15,442.6000061,14.94590282,1876028913,NA,NA,NA,"Natural",1,"Natural",-0.240043305174562,0.559057648468343,0,0,"hopf1_Natural",5.41839276400452,1.71528807553763
"3825","hopf1","hopf1B1","hopf1hopf1B1SB1",49.80621,11.40085,"Natural",53,3.61101994272604,3.61101994272604,146,146,146,146,1,1,0.363013698630137,"Abundance",1,1,2127,0.8649,62.9315068493151,47.273469027465,0.8649,62.9315068493151,47.273469027465,"natural habitat",49.80621,11.40085,"hopf1Hohe Leite",70,70,1829.664185,0.04,0.04,0,0,0.6,0.6,0,0,0.36,0.36,4,79,984,6719,15,501.9299927,24.67559814,1875251305,NA,NA,NA,"Natural",1,"Natural",-0.281471207520825,0.651531214146685,0,0,"hopf1_Natural",5.44558678875203,1.67461747292289
"3827","hopf1","hopf1B1","hopf1hopf1B1SB1",49.95786,11.2906,"Natural",41,3.38514964872924,3.38514964872924,92,92,92,92,1,1,0.445652173913043,"Abundance",1,1,2128,0.763,67.5966183574879,44.2205515990568,0.763,67.5966183574879,44.2205515990568,"natural habitat",49.95786,11.2906,"hopf1Kainach",100,100,1831.253906,0.56,0.56,0,0,0.42,0.42,0,0,0.02,0.02,4,83,773,6701,13,418.2399902,10.64154148,1868252865,NA,NA,NA,"Natural",1,"Natural",-0.184984379961009,0.472730662843279,0,0,"hopf1_Natural",6.08460906843122,1.64562415558626
"3828","hopf1","hopf1B1","hopf1hopf1B1SB1",50.07554,11.23836,"Natural",46,3.28225809503596,3.28225809503596,155,155,155,155,1,1,0.296774193548387,"Abundance",1,1,2129,0.8456,103.228387096774,36.6260978495132,0.8456,103.228387096774,36.6260978495132,"natural habitat",50.07554,11.23836,"hopf1Kalkberg",100,100,1890.369263,0.08,0.32,0.02,0.04,0.86,0.58,0,0,0.04,0.06,4,85,675,6684,14,366.3200073,45.07302475,1862680046,NA,NA,NA,"Natural",1,"Natural",-0.107519617055347,0.335193174720334,0,0,"hopf1_Natural",5.03676279451973,1.56379065132366
"3829","hopf1","hopf1B1","hopf1hopf1B1SB1",50.02144,11.20879,"Natural",64,3.76132249688371,3.76132249688371,166,166,166,166,1,1,0.385542168674699,"Abundance",1,1,2130,0.8021,109.101656626506,61.3848026702602,0.8021,109.101656626506,61.3848026702602,"natural habitat",50.02144,11.20879,"hopf1Kleinziegenfeld",10,10,1890.369263,0.632653061,0.632653061,0,0,0.265306122,0.265306122,0,0,0.102040816,0.102040816,4,80,780,6665,13,462.2799988,13.70553207,1865272036,NA,NA,NA,"Agriculture",1,"Urban",-0.170868469964901,0.491855223064326,0,0,"hopf1_Natural",5.45504034981088,1.78806086408271
"3826","hopf1","hopf1B1","hopf1hopf1B1SB1",50.07655,11.16835,"Natural",59,3.75602646257408,3.75602646257408,159,159,159,159,1,1,0.371069182389937,"Abundance",1,1,2131,0.844,79.7023060796646,56.7693317067446,0.844,79.7023060796646,56.7693317067446,"natural habitat",50.07655,11.16835,"hopf1K_ttel",130,130,1890.369263,0.42,0.42,0,0,0.26,0.26,0,0,0.32,0.32,4,77,780,6638,14,503.1700134,12.09053802,1862680021,NA,NA,NA,"Natural",1,"Natural",-0.134663327625636,0.48304197650607,0,0,"hopf1_Natural",5.7396488529449,1.75411378170504
"3830","hopf1","hopf1B1","hopf1hopf1B1SB1",49.84175,11.21055,"Natural",53,3.4108359385056,3.4108359385056,177,177,177,177,1,1,0.299435028248588,"Abundance",1,1,2132,0.8651,79.0338983050847,38.7806845088464,0.8651,79.0338983050847,38.7806845088464,"natural habitat",49.84175,11.21055,"hopf1Leidingshof",30,30,1830.909058,0.66,0.66,0,0,0.34,0.34,0,0,0,0,4,82,858,6701,13,440.1799927,10.54834557,1873566436,NA,NA,NA,"Natural",1,"Agriculture",-0.244896961130664,0.560955473183437,0,0,"hopf1_Natural",5.243087781757,1.58861547044127
"3831","hopf1","hopf1B1","hopf1hopf1B1SB1",49.89196,11.40354,"Natural",57,3.6719673730186,3.6719673730186,196,196,196,196,1,1,0.290816326530612,"Abundance",1,1,2133,0.8676,124.255102040816,52.9879821020885,0.8676,124.255102040816,52.9879821020885,"natural habitat",49.89196,11.40354,"hopf1Neuburg",30,30,1830.305786,0.294117647,0.294117647,0,0.019607843,0.31372549,0.31372549,0,0,0.392156863,0.37254902,4,79,926,6708,16,483.0100098,31.05945778,1871233706,NA,NA,NA,"Natural",1,"Agriculture",-0.225697912842011,0.575573763119255,0,0,"hopf1_Natural",5.49027760306244,1.72417738094829
"3832","hopf1","hopf1B1","hopf1hopf1B1SB1",49.81457,11.35857,"Natural",57,3.46102819402617,3.46102819402617,195,195,195,195,1,1,0.292307692307692,"Abundance",1,1,2134,0.8518,103.482621082621,42.0910262917359,0.8518,103.482621082621,42.0910262917359,"natural habitat",49.81457,11.35857,"hopf1Oberailsfeld",100,100,1829.664185,0,0,0,0,0.62745098,0.62745098,0,0,0.37254902,0.37254902,4,85,776,6741,15,405.4100037,21.70027351,1874862490,NA,NA,NA,"Natural",1,"Natural",-0.16861489280996,0.425300594913329,0,0,"hopf1_Natural",6.32002944697866,1.62418951513752
"3833","hopf1","hopf1B1","hopf1hopf1B1SB1",49.76821,11.41735,"Natural",41,3.39272695573252,3.39272695573252,84,84,84,84,1,1,0.488095238095238,"Abundance",1,1,2135,0.7047,79.5974702380952,49.1572334115216,0.7047,79.5974702380952,49.1572334115216,"natural habitat",49.76821,11.41735,"hopf1Pottenstein",100,100,1829.428589,0,0,0.038461538,0.076923077,0.711538462,0.615384615,0,0,0.25,0.307692308,4,82,854,6739,16,453.8099976,31.28664017,1877065711,NA,NA,NA,"Natural",1,"Natural",-0.190735677084854,0.495885323958851,0,0,"hopf1_Natural",5.23745264037701,1.69158743263752
"3834","hopf1","hopf1B1","hopf1hopf1B1SB1",50.0164,11.30677,"Natural",49,3.45023622252401,3.45023622252401,173,173,173,173,1,1,0.283236994219653,"Abundance",1,1,2136,0.9084,58.0900082576383,38.0211144975412,0.9084,58.0900082576383,38.0211144975412,"natural habitat",50.0164,11.30677,"hopf1Schirradorf",70,70,1890.057495,0.26,0.26,0,0,0.74,0.74,0,0,0,0,4,80,818,6681,13,462.5499878,10.1117506,1865531271,NA,NA,NA,"Natural",1,"Natural",-0.19882876314839,0.53148086984718,0,0,"hopf1_Natural",5.05823189180808,1.58002484301439
"3835","hopf1","hopf1B1","hopf1hopf1B1SB1",49.95821,11.63876,"Natural",53,3.37345211720586,3.37345211720586,209,209,209,209,1,1,0.253588516746411,"Abundance",1,1,2137,0.876,95.0478468899522,37.0229723303291,0.876,95.0478468899522,37.0229723303291,"natural habitat",49.95821,11.63876,"hopf1Schutzengraben",30,30,1885.273193,0.346938776,0.326530612,0,0.020408163,0.040816327,0.040816327,0,0,0.612244898,0.612244898,4,83,1032,6751,16,429.4299927,11.85770226,1868252990,NA,NA,NA,"Natural",1,"Agriculture",-0.331715955830624,0.652270904602031,0,0,"hopf1_Natural",4.9480402771446,1.5684712824569
"3836","hopf1","hopf1B1","hopf1hopf1B1SB1",50.09635,11.0422,"Natural",47,3.56675844827613,3.56675844827613,133,133,133,133,1,1,0.353383458646617,"Abundance",1,1,2138,0.8503,80.0827067669173,48.4436412207046,0.8503,80.0827067669173,48.4436412207046,"natural habitat",50.09635,11.0422,"hopf1Spitzberg",10,10,1891.654419,0.509803922,0.509803922,0,0,0.254901961,0.254901961,0,0,0.235294118,0.235294118,4,80,900,6627,15,463.75,15.1323328,1861772776,NA,NA,NA,"Agriculture",1,"Urban",-0.245301184848244,0.555834087322174,0,0,"hopf1_Natural",5.10135720317618,1.68523677903392
"3837","hopf1","hopf1B1","hopf1hopf1B1SB1",49.92393,11.07592,"Natural",52,3.50163348773935,3.50163348773935,133,133,133,133,1,1,0.390977443609023,"Abundance",1,1,2139,0.7602,124.59291084855,52.1788476389161,0.7602,124.59291084855,52.1788476389161,"natural habitat",49.92393,11.07592,"hopf1Tiefenellern",30,30,1832.17395,0.470588235,0.470588235,0.019607843,0.039215686,0.31372549,0.294117647,0,0,0.196078431,0.196078431,4,81,879,6663,16,453.8999939,42.06150436,1869807988,NA,NA,NA,"Natural",1,"Agriculture",-0.21640526822289,0.51361378545125,0,0,"hopf1_Natural",5.5440454369382,1.71749448354944
"3838","hopf1","hopf1B1","hopf1hopf1B1SB1",50.0491,11.21597,"Natural",40,3.41741595299235,3.41741595299235,82,82,82,82,1,1,0.48780487804878,"Abundance",1,1,2140,0.7219,72.6592987804878,49.0962515296887,0.7219,72.6592987804878,49.0962515296887,"natural habitat",50.0491,11.21597,"hopf1Wallersberg",11,70,1890.369263,0.196078431,0.450980392,0,0,0.803921569,0.549019608,0,0,0,0,4,81,731,6666,13,447.7799988,31.69529343,1863976038,NA,NA,NA,"Agriculture",1,"Urban",-0.138412382884499,0.436812609553653,0,0,"hopf1_Natural",4.94210644571845,1.69104833525706
"3839","hopf1","hopf1B1","hopf1hopf1B1SB1",50.02926,11.10342,"Natural",49,3.35721173665061,3.35721173665061,183,183,183,183,1,1,0.26775956284153,"Abundance",1,1,2141,0.8804,73.0677595628415,35.7794599113858,0.8804,73.0677595628415,35.7794599113858,"natural habitat",50.02926,11.10342,"hopf1Wattendorf",100,100,1890.680908,0.462962963,0.462962963,0,0,0.537037037,0.537037037,0,0,0,0,4,79,895,6643,13,478.9700012,38.34539032,1864883198,NA,NA,NA,"Natural",1,"Natural",-0.258247965093772,0.604317346761049,0,0,"hopf1_Natural",4.60692300713955,1.55363378063395
"3840","hopf1","hopf1B1","hopf1hopf1B1SB1",49.71658,11.14601,"Natural",50,3.35950838212676,3.35950838212676,326,326,326,326,1,1,0.153374233128834,"Abundance",1,1,2142,0.9819,51.1215490797546,31.2575493068502,0.9819,51.1215490797546,31.2575493068502,"natural habitat",49.71658,11.14601,"hopf1Wiesenthau",130,130,1819.124146,0.28,0.24,0.04,0.1,0.1,0.1,0,0,0.58,0.56,4,88,887,6730,15,341.5899963,15.34737396,1879528013,NA,NA,NA,"Natural",1,"Natural",-0.286999286605495,0.512405311487483,0,0,"hopf1_Natural",4.42472486326565,1.49495492492329
"3841","hopf1","hopf1B1","hopf1hopf1B1SB1",49.97706,11.30517,"Natural",49,3.63522925223953,3.63522925223953,220,220,220,220,1,1,0.222727272727273,"Abundance",1,1,2143,1,49,42.5410433753312,1,49,42.5410433753312,"natural habitat",49.97706,11.30517,"hopf1Wonsees",100,100,1831.253906,0.551020408,0.551020408,0.06122449,0.06122449,0.265306122,0.265306122,0,0,0.12244898,0.12244898,4,82,851,6691,14,437.4400024,14.72706318,1867345670,NA,NA,NA,"Natural",1,"Natural",-0.226835574134088,0.530428803604134,0,0,"hopf1_Natural",5.72615220881441,1.62880813734367
"3842","holz01","holz01B1","holz01holz01B1SB1",51.33942847,9.8908993,"Agriculture",12,1.06505553303589,2.08649427210545,127,31,127,31,1,1,0.094488188976378,"Visitors (Targeted)",1,1,2144,0.9529,26.8818897637795,3.19665770195716,0.809,25.5161290322581,11.7752336014708,"crop",51.33942847,9.8908993,"holz01holz01_1",130,130,1741.775391,0.352941176,0.274509804,0.058823529,0.137254902,0.431372549,0.431372549,0,0,0.156862745,0.156862745,4,94,652,6260,18,151.3200073,10.57438374,1803711561,NA,NA,NA,"Agriculture",1,"Natural",-0.193833237025717,0.102901362839397,1,0,"holz01_Agriculture",2.07519092558271,1.07096953158211
"3843","holz01","holz01B1","holz01holz01B1SB1",51.35264255,9.86130977,"Agriculture",16,0.828099341582491,2.40561558751668,230,37,230,37,1,1,0.0695652173913043,"Visitors (Targeted)",1,1,2145,0.9741,19.584347826087,2.39826836324389,0.845,18.5027027027027,14.6011810363906,"crop",51.35264255,9.86130977,"holz01holz01_2",130,130,1741.775391,0.176470588,0.156862745,0.156862745,0.235294118,0.352941176,0.352941176,0,0,0.31372549,0.254901961,4,90,745,6238,16,207.2700043,25.40505981,1803193151,NA,NA,NA,"Agriculture",1,"Natural",-0.272613062550339,0.265217563843517,1,0,"holz01_Agriculture",1.50682500351888,1.16438798570518
"3844","holz01","holz01B1","holz01holz01B1SB1",51.34527861,9.83878049,"Agriculture",8,1.24608906122785,1.57238549197017,51,19,51,19,1,1,0.156862745098039,"Visitors (Targeted)",1,1,2146,0.9223,15.843137254902,4.03067923218399,0.7952,14.5789473684211,6.95847545688972,"crop",51.34527861,9.83878049,"holz01holz01_3",130,130,1741.775391,0.481481481,0.462962963,0.222222222,0.259259259,0.222222222,0.222222222,0,0,0.074074074,0.055555556,4,94,599,6246,17,160.0899963,12.36454201,1803452342,NA,NA,NA,"Agriculture",1,"Natural",-0.162026899050854,0.0645215849033357,1,0,"holz01_Agriculture",1.3061928761327,0.842514099785095
"3846","holz01","holz01B1","holz01holz01B1SB1",51.31485869,9.86322658,"Agriculture",7,1.15023126737237,1.32591266158333,54,20,54,20,1,1,0.12962962962963,"Visitors (Targeted)",1,1,2148,0.9268,12.8888888888889,3.557024894453,0.8068,11.7,5.04749109252619,"crop",51.31485869,9.86322658,"holz01holz01_5",60,60,1742.01123,0.037735849,0.037735849,0,0,0.849056604,0.849056604,0,0,0.113207547,0.113207547,4,86,707,6227,19,290.9500122,28.02797699,1804877951,NA,NA,NA,"Agriculture",1,"Natural",-0.162588400314671,0.181015956186778,1,0,"holz01_Agriculture",1.75772521444074,0.703075561202574
"3847","holz01","holz01B1","holz01holz01B1SB1",51.31531256,9.88557598,"Agriculture",8,1.46728841517661,1.20700926673254,95,71,95,71,1,1,0.0842105263157895,"Visitors (Targeted)",1,1,2149,0.9794,8.98947368421053,4.54488590074194,0.9726,7.98591549295775,3.53387941762636,"crop",51.31531256,9.88557598,"holz01holz01_6",60,60,1742.01123,0.259259259,0.240740741,0.037037037,0.055555556,0.648148148,0.648148148,0,0,0.055555556,0.055555556,4,91,619,6252,19,216.7799988,30.58351898,1804877959,NA,NA,NA,"Agriculture",1,"Natural",-0.123565392030729,0.0608047553112933,1,0,"holz01_Agriculture",1.43227601262273,0.548251726508344
"3848","holz01","holz01B1","holz01holz01B1SB1",51.32876258,9.7968549,"Agriculture",7,1.080726636578,1.41830368439243,50,16,50,16,1,1,0.14,"Visitors (Targeted)",1,1,2150,0.9211,12.88,3.35019528807782,0.7606,11.625,5.95228606446628,"crop",51.32876258,9.7968549,"holz01holz01_7",130,130,1742.459961,0.264150943,0.245283019,0,0.056603774,0.018867925,0.018867925,0,0,0.716981132,0.679245283,4,88,622,6217,17,259.5599976,29.74401474,1804229927,NA,NA,NA,"Agriculture",1,"Natural",-0.135213942512933,0.121211639015917,1,0,"holz01_Agriculture",1.28555550402566,0.774683795056934
"3849","holz01","holz01B1","holz01holz01B1SB1",51.32783837,9.7839701,"Agriculture",6,0.872228863626638,1.41848366194566,43,10,43,10,1,1,0.13953488372093,"Visitors (Targeted)",1,1,2151,0.9319,8.93023255813953,2.65914445447861,0.73,7.7,6.14101437055031,"crop",51.32783837,9.7839701,"holz01holz01_8",130,130,1742.459961,0.215686275,0.196078431,0,0.058823529,0.31372549,0.31372549,0,0,0.470588235,0.431372549,4,87,627,6214,17,280.5100098,28.30953789,1804229923,NA,NA,NA,"Agriculture",1,"Natural",-0.131422802733723,0.13218336803845,1,0,"holz01_Agriculture",0.999999999467693,0.788240113673228
"3863","holz02","holz02B1","holz02holz02B1SB4",5727501.565,555411.9779,"Agriculture",7,1.79865220625213,1.79865220625213,11,11,11,11,1,1,0.636363636363636,"Abundance",1,1,2154,0.5671,16.0909090909091,12.3560916431231,0.5671,16.0909090909091,12.3560916431231,"crop",51.6957300574468,9.80174190684261,"holz02holz02_1040",11,11,2326.893555,0.907407407,0.907407407,0,0,0.018518519,0.018518519,0,0,0.074074074,0.074074074,4,86,752,6146,12,258.8500061,6.000625134,1787122729,NA,NA,NA,"Agriculture",1,"Urban",-0.318638360473374,0.371272872221812,1,0,"holz02_Agriculture",2.84659168254823,1.09188112073293
"3869","holz02","holz02B1","holz02holz02B1SB7",5712465.941,576713.7874,"Agriculture",3,0.584716149144346,0.584716149144346,39,39,39,39,1,1,0.0769230769230769,"Abundance",1,1,2157,1,3,1.84532577239091,1,3,1.84532577239091,"crop",51.5580548226853,10.1066051485995,"holz02holz02_1070",11,11,2324.479736,1,1,0,0,0,0,0,0,0,0,4,89,609,6241,14,212.8000031,9.790812492,1793602839,NA,NA,NA,"Agriculture",1,"Urban",-0.170839052118093,0.17162085791869,1,0,"holz02_Agriculture",1.1434485829102,0.266073047276926
